
id,content,stars,conversation_id,reviewer_id
85521,"Purus porta nec elit at sollicitudin eget blandit laoreet ligula massa ut.",5,240458,42929
85522,"Augue nulla lorem nec neque sem blandit nascetur lectus fames eu cras etiam.",5,240470,42919
85523,"Proin justo mus primis natoque amet ante posuere.",5,240472,42918
85524,"Risus massa tempus ipsum interdum porta nec netus aliquam volutpat.",3,240474,9533
85525,"Class proin cubilia libero velit quam cursus hendrerit nostra sem vivamus dictum id nisi.",5,240481,42912
85526,"Massa risus senectus class consectetuer ultrices neque velit sagittis sit pretium ac.",5,240482,42912
85527,"Nulla morbi risus nisl.",5,240488,42910
85528,"Morbi porta dictum eu cum odio adipiscing dui.",5,240492,42908
85529,"Lacus augue.",3,240492,1623
85530,"Dolor massa per.",5,240495,42906
85531,"Lacus dolor bibendum donec purus varius parturient risus elit potenti id diam.",1,240500,42902
85532,"Risus justo auctor curae egestas fusce.",5,240501,42902
85533,"Risus velit vel felis imperdiet pharetra proin gravida.",5,240501,496
85534,"Ipsum dolor cras dapibus et placerat.",2,240502,42899
85535,"Netus neque dui metus dui.",5,240502,12215
85536,"Donec velit metus nisi tincidunt nec nam sollicitudin justo eu massa.",5,240506,42897
85537,"Felis lorem fames tortor neque commodo.",5,240512,42894
85538,"Fames massa odio gravida dignissim vehicula lobortis.",5,240517,42889
85539,"Fames curae semper auctor donec vitae a eget eu vitae ve.",5,240519,42888
85540,"Proin donec hac felis dis.",5,240521,42887
85541,"Vitae morbi lacinia velit.",5,240525,42887
85542,"Donec augue.",5,240529,42884
85543,"Curae class hac porta blandit mollis erat quam per class.",5,240531,42882
85544,"Risus lorem leo per consectetuer ve lacinia eget.",5,240539,42875
85545,"Felis netus eni pede curabitur sagittis.",5,240547,42873
85546,"Nulla morbi litora aliquet nonummy commodo sapien.",5,240554,42865
85547,"Fames augue orci.",5,240557,42863
85548,"Justo fames.",5,240558,42863
85549,"Porta proin aliquet orci.",5,240561,42861
85550,"Curae morbi a vivamus luctus sem gravida.",2,240563,42859
85551,"Ipsum proin quis morbi pretium nec parturient augue eros.",5,240565,42857
85552,"Massa class sociis at eros duis.",5,240566,42857
85553,"Porta augue pulvinar proin venenatis magna at nostra risus quam hac.",2,240567,42856
85554,"Netus fusce habitasse viverra sollicitudin hendrerit lorem eget.",5,240574,42852
85555,"Augue class curabitur molestie odio conubia at placerat bibendum etiam.",2,240574,1531
85556,"Augue porta platea penatibus per potenti mus parturient magna sodales.",2,240576,42850
85557,"Curae felis orci vulputate porta id aenean leo.",5,240582,42849
85558,"Massa neque a nisl dolor primis mollis habitasse natoque pellentesque congue id.",5,240587,42848
85559,"Lorem morbi aenean sem maecenas.",3,240587,12184
85560,"Fusce class sodales felis blandit montes fames curae orci a urna netus.",5,240588,8620
85561,"Lorem magna donec nascetur arcu maecenas.",4,240591,42846
85562,"Vitae etiam erat torquent ut ullamcorper.",5,240591,5848
85563,"Netus vitae tempor at per.",5,240592,42846
85564,"Massa nulla nunc dolor erat elit justo donec tempus.",5,240594,42844
85565,"Augue fames lacus.",3,240594,12215
85566,"Felis lorem risus turpis nullam orci condimentum feugiat justo.",5,240595,42843
85567,"Magna netus nisi taciti ad semper proin.",5,240599,42841
85568,"Risus proin pharetra eros pede vestibulum mus magna cras ridiculus senectus purus.",2,240599,8477
85569,"Justo risus pretium aliquam cras magna volutpat purus mi.",5,240600,42840
85570,"Ipsum porta risus justo rutrum mauris ante donec scelerisque et dictum conubia.",5,240605,42838
85571,"Vitae porta.",5,240608,42837
85572,"Metus lacus cras ante blandit ante.",5,240611,42835
85573,"Proin vitae.",1,240611,3310
85574,"Dolor vitae sapien pharetra lorem montes luctus.",5,240614,42833
85575,"Ipsum fames a conubia mattis nunc potenti et nostra dapibus ac venenatis.",5,240618,42828
85576,"Nulla class a conubia ac ante ipsum mus porta ligula ve ultrices duis vel.",5,240620,42827
85577,"Felis risus.",5,240623,42824
85578,"Lacus dolor commodo et ante mattis porttitor.",5,240624,42822
85579,"Netus fames lacus curae.",5,240627,42820
85580,"Morbi vitae venenatis eros nunc aliquam enim.",5,240631,42818
85581,"Netus proin litora consequat.",5,240632,42818
85582,"Velit fames sapien tellus.",5,240635,42814
85583,"Proin neque a nullam erat eros phasellus eni.",5,240637,9805
85584,"Etiam augue etiam cursus nisl ullamcorper cubilia purus.",5,240642,42806
85585,"Nulla proin conubia.",5,240644,12460
85586,"Justo porta sociis neque dictum quis nisi velit placerat.",5,240647,42804
85587,"Ipsum magna facilisis imperdiet adipiscing ante nulla suspendisse.",4,240647,2581
85588,"Massa lorem curae.",5,240648,42804
85589,"Neque lacus urna sem odio donec auctor curae natoque libero in ultrices.",5,240652,42802
85590,"Netus nulla per eros amet venenatis.",4,240652,8408
85591,"Felis ipsum a natoque ve.",5,240658,42796
85592,"Metus curae vehicula vel nostra.",4,240660,42793
85593,"Magna porta auctor ad lobortis quam sociosqu parturient rutrum vel iaculis ac arcu dolor.",5,240664,42792
85594,"Donec netus nostra mauris etiam gravida placerat massa a pretium.",5,240665,42792
85595,"Vitae class.",5,240672,42787
85596,"Massa class fames class augue quam sapien dui mollis platea ac eget.",5,240673,42786
85597,"Dolor felis.",5,240681,42780
85598,"Risus etiam leo odio duis.",2,240681,5643
85599,"Risus augue nostra et volutpat vitae tellus lacus parturient euismod nisl vivamus at.",5,240683,42780
85600,"Lorem metus aptent inceptos neque in.",3,240684,42779
85601,"Vitae porta.",5,240685,42778
85602,"Augue metus netus purus dis urna ultricies id cursus magnis morbi.",5,240686,3525
85603,"Donec etiam mattis ac tempor bibendum sem aliquam mattis dui ad urna orci vitae.",5,240689,42775
85604,"Curae fusce tempus augue mi metus.",5,240690,42774
85605,"Neque risus cubilia facilisis ultrices fusce nisl.",5,240692,42773
85606,"Risus morbi.",5,240702,42769
85607,"Metus donec condimentum facilisi habitasse a nam penatibus.",3,240703,70
85608,"Curae augue aptent ac.",5,240705,42768
85609,"Class fusce ullamcorper volutpat hendrerit litora a lobortis erat sed.",2,240706,42767
85610,"Porta lacus egestas ultrices purus in elit erat fusce facilisis phasellus eros.",5,240710,42765
85611,"Etiam neque viverra enim sagittis taciti parturient pellentesque commodo nam tempor.",5,240712,42763
85612,"Porta massa.",5,240715,42762
85613,"Justo ipsum senectus magna ad semper.",5,240723,42753
85614,"Vitae donec.",5,240727,42750
85615,"Morbi etiam dignissim odio euismod imperdiet odio hendrerit sociis sociosqu malesuada diam.",4,240728,42749
85616,"Porta proin posuere nibh.",5,240731,42746
85617,"Morbi fusce nisi senectus magna semper tortor fusce facilisis consequat parturient diam.",3,240732,42745
85618,"Etiam massa a.",2,240733,4176
85619,"Porta curae erat ut praesent.",5,240735,42742
85620,"Nulla lacus aliquam tristique nam lacus dignissim.",5,240738,42740
85621,"Donec proin non pede nisi mus purus curae.",3,240739,42740
85622,"Ipsum netus lorem nibh praesent curabitur.",5,240744,42737
85623,"Fames fusce congue class suspendisse eros quam.",5,240748,42736
85624,"Velit curae luctus maecenas.",5,240751,42734
85625,"Massa porta tristique habitasse.",5,240757,42731
85626,"Class dolor ante euismod nonummy.",5,240759,5905
85627,"Etiam nulla potenti sem.",5,240762,42727
85628,"Fames donec non lacus litora sed taciti.",5,240763,42727
85629,"Nulla etiam scelerisque urna odio amet porttitor nascetur turpis vitae parturient suspendisse tellus.",4,240765,42725
85630,"Curae neque.",5,240772,42721
85631,"Magna netus.",5,240774,42719
85632,"Neque velit nam imperdiet iaculis felis ve tempor nisi fringilla pharetra eu eni.",5,240777,42718
85633,"Fames massa.",4,240777,11293
85634,"Curae nulla sed.",5,240783,42713
85635,"Metus ipsum.",4,240784,42712
85636,"Purus fusce etiam nibh sociosqu malesuada orci feugiat ad pede fames imperdiet et ullamcorper et aptent.",5,240787,42710
85637,"Ipsum purus a dictum vulputate eleifend lacus non varius.",5,240793,42705
85638,"Magna neque nibh leo ac aliquam erat.",5,240793,6224
85639,"Porta justo cursus sapien ridiculus at porttitor purus.",5,240796,42703
85640,"Netus massa purus erat tincidunt habitasse risus a conubia.",5,240801,42701
85641,"Risus vitae sociis lectus eget auctor.",5,240808,42699
85642,"Porta justo velit nec euismod risus ut.",5,240809,42698
85643,"Risus purus diam quisque.",5,240813,42695
85644,"Fames curae a quam etiam orci laoreet.",5,240815,42694
85645,"Lacus velit dui potenti donec nisi laoreet velit ut fusce.",2,240820,42690
85646,"Proin felis risus tempor molestie.",4,240824,42687
85647,"Netus massa sit posuere nascetur velit conubia.",5,240836,42682
85648,"Dolor augue.",5,240837,42682
85649,"Curae fames augue sem nisl tempor ve nunc pretium.",1,240837,2732
85650,"Class curae accumsan.",5,240840,42681
85651,"Fames neque aliquet ligula proin habitant.",5,240842,42680
85652,"Ipsum netus sed leo ad.",5,240843,42680
85653,"Fames etiam justo fusce vivamus.",5,240854,10465
85654,"Class justo dui blandit.",5,240855,42671
85655,"Class neque lacus suspendisse in aenean non elit.",5,240858,42670
85656,"Fusce class dui nisi in vel malesuada semper.",2,240859,42669
85657,"Nulla proin fames a aliquet eu hymenaeos id varius phasellus.",5,240860,9323
85658,"Fames augue.",1,240866,5042
85659,"Velit massa vehicula nec mi placerat mauris accumsan porta rhoncus dis.",5,240876,42657
85660,"Fusce massa hac facilisi a.",5,240877,42657
85661,"Fusce dolor per quam mi ipsum eu litora orci turpis.",2,240886,42653
85662,"Fames felis eros primis in est.",5,240887,42653
85663,"Neque metus per adipiscing.",4,240887,1683
85664,"Augue fames cras libero in per diam cras nam porta elementum nulla massa inceptos porta.",5,240891,42652
85665,"Fames morbi est tempor ve eleifend.",5,240898,42650
85666,"Morbi augue orci ridiculus et malesuada a vitae laoreet.",5,240900,42648
85667,"Purus justo sed ante sem.",5,240900,3625
85668,"Nulla felis per vestibulum morbi pede nunc ad nascetur tempus taciti euismod.",3,240901,42647
85669,"Purus vitae.",5,240901,171
85670,"Class donec tristique lobortis eu scelerisque.",5,240902,42647
85671,"Purus ipsum.",4,240904,42646
85672,"Fames metus sociis habitasse magnis interdum nibh.",5,240906,42646
85673,"Felis proin fames primis dolor id eros.",5,240906,9877
85674,"Donec morbi.",5,240918,42640
85675,"Velit purus nam nisl diam nisi id.",5,240921,42639
85676,"Lacus neque rhoncus cras proin rhoncus dignissim cursus facilisis placerat ac.",5,240921,2778
85677,"Class purus.",5,240923,42638
85678,"Metus morbi fames.",5,240924,42638
85679,"Magna curae phasellus.",5,240925,42638
85680,"Vitae netus cum proin massa felis nibh duis ipsum mattis.",5,240925,8041
85681,"Vitae morbi.",5,240936,42633
85682,"Vitae lorem erat et torquent vivamus sollicitudin aenean class netus.",3,240938,42633
85683,"Velit risus.",2,240939,42632
85684,"Proin felis.",5,240943,42630
85685,"Curae velit purus magna blandit torquent magnis enim.",5,240944,42630
85686,"Justo massa mollis aptent elementum at aptent commodo laoreet nullam semper risus.",5,240945,42630
85687,"Purus neque hac nibh per arcu fermentum neque.",1,240947,42629
85688,"Metus porta urna ullamcorper aliquam eni laoreet mi neque.",5,240947,9412
85689,"Etiam dolor proin sem consequat mus pellentesque purus.",5,240948,10470
85690,"Justo proin mattis posuere nisi placerat eu class.",5,240949,42626
85691,"Lorem etiam.",3,240954,42624
85692,"Massa donec ante faucibus sollicitudin taciti platea.",5,240958,42619
85693,"Velit augue nascetur diam natoque a condimentum leo auctor nibh scelerisque commodo.",4,240960,42617
85694,"Augue risus sagittis metus cras a enim ac enim condimentum at.",5,240968,42613
85695,"Ipsum lorem orci tempus cubilia dui habitasse tellus.",5,240971,42612
85696,"Fusce nulla volutpat erat mus duis cum nunc sollicitudin lobortis fames proin pretium sociis ac.",5,240973,42612
85697,"Lacus nulla.",5,240976,42610
85698,"Nulla neque quam per curae quis eu phasellus a porttitor donec at nulla.",5,240977,42610
85699,"Nulla morbi mus parturient in porttitor nibh quis conubia a suspendisse mus duis cum.",5,240978,11921
85700,"Velit justo eros sodales aptent nam arcu mus.",5,240980,42608
85701,"Ipsum fusce.",5,240992,42602
85702,"Augue class eleifend.",4,240994,42601
85703,"Lacus purus inceptos vestibulum tempus.",5,240995,8328
85704,"Metus morbi montes.",5,241000,42597
85705,"Metus class netus varius ac taciti praesent platea mollis.",5,241001,42596
85706,"Massa risus litora varius nec eget parturient rutrum maecenas consequat.",5,241002,42594
85707,"Porta morbi condimentum ac montes tincidunt.",5,241006,42591
85708,"Felis donec risus tristique dictum tortor porta platea mus at.",3,241006,3503
85709,"Metus morbi lectus in.",5,241008,42590
85710,"Risus lacus ullamcorper eros ultricies ut.",5,241009,42590
85711,"Neque vitae platea netus.",5,241011,42590
85712,"Felis vitae.",2,241012,42589
85713,"Risus ipsum vulputate ridiculus ante aliquam fusce.",5,241013,42589
85714,"Dolor velit nulla semper condimentum proin ligula massa erat euismod ad cursus sit auctor et.",1,241015,42589
85715,"Metus fames curae purus sed nibh suscipit.",5,241016,42587
85716,"Etiam lorem leo amet mi neque ve risus.",5,241022,42584
85717,"Felis lacus curae sit elit amet per lacinia bibendum.",5,241027,42582
85718,"Dolor augue suscipit mi ullamcorper arcu dignissim.",5,241030,42579
85719,"Donec class.",5,241036,42575
85720,"Etiam proin nisl.",5,241037,42575
85721,"Vitae proin massa tellus duis quis ipsum litora ante sapien mi.",5,241041,42571
85722,"Class fames egestas amet.",4,241043,42570
85723,"Vitae lorem praesent curae blandit sit quam accumsan.",5,241043,2503
85724,"Netus porta ornare condimentum magna dignissim neque ve sociis.",5,241046,42568
85725,"Ipsum dolor semper arcu fusce montes nisl nisi.",1,241049,42566
85726,"Purus proin suspendisse sem auctor a natoque id.",5,241050,42564
85727,"Lacus metus sociis mi neque.",5,241050,68
85728,"Felis fames etiam leo arcu vehicula in suspendisse in sociis ad.",5,241054,42564
85729,"Risus purus libero consectetuer.",5,241061,42563
85730,"Lorem curae.",2,241063,42562
85731,"Lacus fames.",5,241064,42561
85732,"Purus proin tortor purus lorem non fringilla cras vel amet.",5,241068,42558
85733,"Velit curae nascetur at montes.",5,241068,7290
85734,"Porta class.",5,241070,42557
85735,"Donec curae ligula purus massa cubilia nullam orci fringilla non urna.",5,241075,42555
85736,"Donec risus magnis.",3,241076,42555
85737,"Fames metus lacus curabitur malesuada.",5,241079,42552
85738,"Neque dolor nulla maecenas in proin.",5,241079,7220
85739,"Felis netus aptent ac porttitor ac donec elit.",4,241080,42552
85740,"Massa netus lobortis sem duis vestibulum ante auctor.",5,241081,42551
85741,"Etiam porta eget duis penatibus consectetuer.",5,241098,42542
85742,"Fames etiam.",1,241100,42540
85743,"Donec ipsum vehicula.",5,241101,42539
85744,"Felis curae primis tristique vestibulum euismod nisi mi.",2,241102,42539
85745,"Morbi fames amet volutpat netus feugiat.",5,241105,42537
85746,"Augue etiam proin.",1,241105,8611
85747,"Class neque ligula hymenaeos pulvinar tempor duis montes feugiat.",5,241106,42537
85748,"Neque augue ligula mi semper egestas.",5,241107,42537
85749,"Nulla dolor elementum magna in.",5,241110,42535
85750,"Magna dolor varius odio scelerisque nec.",5,241111,42535
85751,"Proin risus.",5,241115,42532
85752,"Fusce morbi nunc nec magna enim eni gravida sit dictumst dignissim ad convallis.",5,241116,42531
85753,"Etiam porta vivamus massa cum.",5,241116,11774
85754,"Felis ipsum proin conubia euismod ornare nulla scelerisque.",5,241117,42531
85755,"Magna nulla.",5,241117,6453
85756,"Velit fusce.",5,241122,1987
85757,"Risus class nisi taciti mi molestie posuere tellus.",5,241130,42520
85758,"Neque fames.",5,241134,42517
85759,"Felis donec ipsum.",5,241135,42517
85760,"Justo fames bibendum proin morbi donec suspendisse dictumst curabitur semper.",5,241136,42516
85761,"Etiam netus risus nunc integer euismod ante nonummy urna erat consequat ornare.",5,241147,42510
85762,"Porta metus primis vestibulum senectus ipsum sem ligula in nonummy duis erat cras bibendum augue eu morbi.",4,241149,8026
85763,"Magna class duis fames fringilla eu nunc accumsan fusce a tempus tristique hendrerit lacus.",1,241153,42506
85764,"Justo vitae non nunc inceptos ridiculus.",2,241154,10897
85765,"Donec porta rutrum dolor pede.",5,241158,42501
85766,"Fames velit congue libero vulputate ac ornare urna suspendisse nam ornare taciti.",5,241159,42499
