
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
87675,dog-walking,flexible,1,0,1,0,1,1,1,0,4,6134,0.2,26,"2017-07-01 02:24:27.092956"
87676,day-care,moderate,1,0,1,0,1,1,0,1,2,6134,0.2,29,"2017-07-01 02:24:27.092956"
87677,dog-walking,strict,1,0,1,0,1,1,0,0,4,6135,0.2,21,"2016-06-25 07:42:01.555195"
87678,boarding,flexible,1,0,1,0,0,1,1,1,5,6136,0.2,37,"2017-05-26 20:13:14.933136"
87679,dog-walking,moderate,1,0,1,0,1,1,0,0,5,6136,0.2,23,"2017-05-26 20:13:14.933136"
87680,day-care,strict,0,1,1,0,1,1,1,1,4,6136,0.2,25,"2017-05-26 20:13:14.933136"
87681,boarding,flexible,1,1,0,0,1,1,0,1,4,6137,0.2,38,"2017-05-09 23:17:27.085921"
87682,day-care,moderate,0,1,0,0,0,0,0,1,3,6137,0.2,27,"2017-05-09 23:17:27.085921"
87683,day-care,moderate,1,0,1,0,1,1,0,1,6,6138,0.2,29,"2017-01-17 03:31:57.541499"
87684,boarding,strict,1,0,1,1,1,1,0,0,3,6139,0.2,28,"2017-06-14 05:45:43.175569"
87685,day-care,flexible,1,1,1,1,1,0,1,1,2,6139,0.2,24,"2017-06-14 05:45:43.175569"
87686,boarding,flexible,1,0,1,0,1,1,0,1,7,6140,0.15,38,"2015-12-07 16:02:05.484434"
87687,boarding,strict,1,0,1,0,1,0,1,0,5,6141,0.2,35,"2017-03-21 06:45:19.104431"
87688,dog-walking,flexible,1,0,1,0,1,1,1,1,2,6141,0.2,27,"2017-03-21 06:45:19.104431"
87689,boarding,strict,0,0,1,0,1,1,1,1,3,6142,0.2,27,"2017-03-30 21:59:04.002848"
87690,dog-walking,moderate,1,0,1,0,1,0,1,1,1,6142,0.2,25,"2017-03-30 21:59:04.002848"
87691,boarding,moderate,1,1,1,0,1,1,0,1,1,6143,0.15,36,"2015-08-25 04:53:29.973166"
87692,day-care,strict,1,1,1,1,1,1,1,1,4,6144,0.2,28,"2017-04-26 16:33:45.925005"
87693,boarding,flexible,1,0,1,1,1,1,1,1,2,6145,0.2,31,"2016-11-04 00:19:55.275444"
87694,day-care,flexible,1,0,1,1,1,1,0,1,2,6145,0.2,29,"2016-11-04 00:19:55.275444"
87695,dog-walking,moderate,1,0,1,0,0,1,1,1,5,6146,0.2,22,"2017-06-04 03:11:56.278259"
87696,boarding,flexible,1,0,1,0,1,1,1,1,3,6147,0.2,35,"2017-04-16 19:44:23.656473"
87697,boarding,moderate,1,1,1,0,1,0,0,1,4,6148,0.2,31,"2016-05-31 15:38:41.827792"
87698,day-care,strict,1,0,1,0,0,1,0,0,6,6148,0.2,25,"2016-05-31 15:38:41.827792"
87699,dog-walking,moderate,0,0,1,1,1,1,0,1,4,6149,0.2,22,"2016-08-26 10:42:13.036914"
87700,boarding,strict,1,1,1,0,1,1,1,1,2,6150,0.2,32,"2016-08-31 05:48:04.399563"
87701,dog-walking,strict,0,0,1,0,1,1,0,1,4,6150,0.2,23,"2016-08-31 05:48:04.399563"
87702,day-care,moderate,1,0,1,1,1,1,0,1,4,6150,0.2,22,"2016-08-31 05:48:04.399563"
87703,day-care,strict,0,0,1,0,1,1,0,1,3,6151,0.2,29,"2016-12-04 07:03:26.687891"
87704,dog-walking,strict,1,0,1,1,1,0,1,1,1,6152,0.2,19,"2016-05-16 02:28:03.560486"
87705,dog-walking,strict,1,0,1,0,1,0,1,0,2,6153,0.2,22,"2017-04-05 16:15:32.150333"
87706,dog-walking,flexible,1,1,1,0,1,0,0,1,2,6154,0.2,23,"2017-03-05 12:16:50.517898"
87707,dog-walking,moderate,1,0,0,0,1,1,0,1,1,6155,0.2,15,"2016-05-18 17:09:22.948371"
87708,day-care,moderate,1,0,1,0,1,1,1,1,6,6155,0.2,29,"2016-05-18 17:09:22.948371"
87709,boarding,moderate,1,1,1,0,1,1,0,1,2,6156,0.2,28,"2017-04-02 00:04:06.114368"
87710,dog-walking,moderate,1,0,1,1,0,1,0,1,2,6156,0.2,19,"2017-04-02 00:04:06.114368"
87711,day-care,flexible,1,0,1,1,1,1,0,0,2,6156,0.2,27,"2017-04-02 00:04:06.114368"
87712,boarding,moderate,0,0,1,1,1,1,1,0,1,6157,0.2,39,"2017-07-08 01:56:05.512576"
87713,day-care,flexible,1,1,1,0,1,1,1,1,1,6157,0.2,30,"2017-07-08 01:56:05.512576"
87714,boarding,flexible,1,0,1,0,1,1,0,1,2,6158,0.2,30,"2016-12-23 19:25:58.153708"
87715,day-care,strict,1,0,1,0,0,0,1,0,4,6158,0.2,28,"2016-12-23 19:25:58.153708"
87716,boarding,flexible,1,0,1,0,0,1,1,1,4,6159,0.2,35,"2016-11-27 04:53:03.719166"
87717,day-care,moderate,1,1,1,0,1,1,0,0,6,6159,0.2,28,"2016-11-27 04:53:03.719166"
87718,boarding,moderate,1,0,1,0,1,1,0,0,2,6160,0.2,35,"2017-04-17 15:51:55.567421"
87719,day-care,flexible,1,1,0,0,0,1,1,1,2,6160,0.2,30,"2017-04-17 15:51:55.567421"
87720,dog-walking,moderate,1,0,1,0,1,1,0,1,5,6161,0.2,26,"2017-02-21 15:08:22.440868"
87721,day-care,flexible,1,0,1,1,1,0,1,1,3,6162,0.2,25,"2016-05-27 15:49:58.295092"
87722,boarding,moderate,1,1,1,1,1,1,0,1,4,6163,0.2,33,"2017-01-08 12:47:46.128234"
87723,dog-walking,strict,0,0,1,0,0,1,1,1,1,6163,0.2,24,"2017-01-08 12:47:46.128234"
87724,day-care,strict,0,0,1,0,1,1,0,1,4,6163,0.2,28,"2017-01-08 12:47:46.128234"
87725,boarding,flexible,1,0,1,1,0,1,1,1,3,6164,0.15,34,"2016-04-10 19:10:32.128127"
87726,dog-walking,moderate,1,0,1,0,0,1,0,0,6,6164,0.15,17,"2016-04-10 19:10:32.128127"
87727,dog-walking,moderate,1,0,1,1,1,1,1,0,3,6165,0.2,22,"2017-01-19 17:15:20.714378"
87728,day-care,strict,1,0,1,1,1,1,1,1,3,6165,0.2,30,"2017-01-19 17:15:20.714378"
87729,dog-walking,strict,1,0,1,0,1,1,1,1,4,6166,0.15,22,"2016-01-10 06:25:22.359903"
87730,boarding,flexible,1,0,0,1,1,1,0,1,3,6167,0.2,25,"2016-10-14 17:26:22.425646"
87731,dog-walking,flexible,1,0,1,0,1,0,0,0,2,6167,0.2,24,"2016-10-14 17:26:22.425646"
87732,day-care,strict,1,1,1,0,1,0,1,1,3,6167,0.2,24,"2016-10-14 17:26:22.425646"
87733,dog-walking,moderate,1,1,1,1,1,1,0,1,3,6168,0.2,26,"2016-06-01 16:24:13.614025"
87734,dog-walking,strict,0,0,1,0,1,1,0,1,3,6169,0.2,20,"2017-04-28 01:37:36.183038"
87735,day-care,moderate,1,0,1,0,1,1,0,1,1,6169,0.2,28,"2017-04-28 01:37:36.183038"
87736,boarding,moderate,1,0,1,0,1,1,0,0,2,6170,0.2,35,"2017-06-29 10:25:00.357362"
87737,boarding,moderate,1,0,1,0,1,1,0,1,3,6171,0.2,32,"2016-11-02 16:03:17.459533"
87738,boarding,moderate,1,0,1,0,1,1,0,1,5,6172,0.2,31,"2016-07-25 15:49:04.959559"
87739,day-care,moderate,1,0,1,0,1,1,1,1,3,6172,0.2,31,"2016-07-25 15:49:04.959559"
87740,boarding,moderate,1,0,1,0,1,1,1,1,4,6173,0.15,29,"2015-08-15 09:38:30.457589"
87741,dog-walking,moderate,1,0,1,1,1,0,0,1,2,6173,0.15,23,"2015-08-15 09:38:30.457589"
87742,dog-walking,moderate,0,0,1,0,1,1,0,0,3,6174,0.2,23,"2016-09-14 05:29:45.838424"
87743,day-care,strict,0,0,1,0,1,1,0,0,3,6175,0.2,27,"2016-05-07 01:26:03.523438"
87744,boarding,moderate,1,0,1,0,1,1,0,1,4,6176,0.2,29,"2017-05-08 20:39:13.800238"
87745,dog-walking,strict,1,0,1,1,1,0,0,1,8,6177,0.2,26,"2016-05-30 23:34:32.718206"
87746,dog-walking,moderate,1,0,1,0,1,1,0,1,2,6178,0.2,23,"2016-09-29 02:08:04.463336"
87747,day-care,strict,1,1,1,0,1,1,1,1,2,6178,0.2,27,"2016-09-29 02:08:04.463336"
87748,boarding,moderate,1,0,1,1,1,1,1,1,5,6179,0.2,31,"2017-02-12 19:27:21.827566"
87749,day-care,strict,1,1,1,0,1,0,1,0,2,6179,0.2,31,"2017-02-12 19:27:21.827566"
87750,dog-walking,flexible,1,0,1,0,1,1,0,1,3,6180,0.2,23,"2017-06-26 17:43:15.743596"
87751,day-care,strict,1,0,1,0,1,0,1,1,4,6180,0.2,32,"2017-06-26 17:43:15.743596"
87752,boarding,moderate,1,0,1,1,1,1,0,1,6,6181,0.2,28,"2017-01-27 00:29:20.779203"
87753,dog-walking,flexible,1,0,1,0,1,1,0,0,3,6181,0.2,25,"2017-01-27 00:29:20.779203"
87754,day-care,flexible,0,0,1,0,0,0,1,1,6,6181,0.2,25,"2017-01-27 00:29:20.779203"
87755,boarding,strict,1,0,1,0,0,1,0,1,3,6182,0.2,41,"2017-03-19 18:22:58.280638"
87756,boarding,flexible,0,0,1,0,1,1,0,0,6,6183,0.2,33,"2017-01-09 03:38:13.607423"
87757,dog-walking,moderate,1,0,1,0,1,0,0,0,4,6183,0.2,19,"2017-01-09 03:38:13.607423"
87758,day-care,flexible,1,0,1,0,1,1,0,0,5,6183,0.2,25,"2017-01-09 03:38:13.607423"
87759,dog-walking,flexible,1,1,1,1,1,1,1,1,3,6184,0.2,27,"2017-05-24 12:04:41.513603"
87760,day-care,strict,1,0,1,1,1,1,0,1,2,6184,0.2,30,"2017-05-24 12:04:41.513603"
87761,boarding,strict,1,1,1,0,0,1,1,0,2,6185,0.15,31,"2015-12-25 11:02:01.548258"
87762,dog-walking,strict,1,0,1,1,1,0,1,0,6,6185,0.15,23,"2015-12-25 11:02:01.548258"
87763,day-care,flexible,1,0,1,1,1,1,1,1,5,6185,0.15,26,"2015-12-25 11:02:01.548258"
87764,boarding,strict,1,0,1,1,1,1,1,1,4,6186,0.2,36,"2017-06-18 18:14:06.046835"
87765,dog-walking,flexible,1,1,1,0,1,1,1,1,3,6186,0.2,16,"2017-06-18 18:14:06.046835"
87766,boarding,flexible,0,1,1,0,1,1,1,1,2,6187,0.2,35,"2016-06-10 08:27:29.410465"
87767,boarding,flexible,1,0,1,0,1,1,1,0,7,6188,0.2,36,"2016-09-20 22:18:03.392258"
87768,dog-walking,moderate,1,0,1,0,1,0,0,1,1,6188,0.2,26,"2016-09-20 22:18:03.392258"
87769,day-care,flexible,1,0,1,1,1,1,0,1,4,6188,0.2,31,"2016-09-20 22:18:03.392258"
87770,boarding,flexible,1,0,0,1,1,1,0,1,4,6189,0.2,44,"2016-07-30 01:16:24.907326"
87771,dog-walking,moderate,1,0,0,0,1,1,1,1,3,6189,0.2,23,"2016-07-30 01:16:24.907326"
87772,day-care,moderate,1,0,1,0,1,1,0,1,3,6189,0.2,32,"2016-07-30 01:16:24.907326"
87773,boarding,strict,1,0,1,0,1,1,1,1,4,6190,0.2,30,"2016-12-27 06:45:46.702503"
87774,dog-walking,moderate,1,0,1,0,1,1,0,0,4,6191,0.2,21,"2016-05-06 01:38:55.209452"
87775,day-care,strict,1,0,1,0,0,1,0,1,4,6191,0.2,23,"2016-05-06 01:38:55.209452"
87776,boarding,strict,1,0,1,1,1,0,1,1,2,6192,0.15,32,"2016-03-14 14:55:51.347155"
87777,day-care,moderate,1,1,1,1,1,0,0,0,4,6192,0.15,27,"2016-03-14 14:55:51.347155"
87778,boarding,strict,1,1,1,0,1,1,0,1,3,6193,0.2,39,"2017-07-06 20:57:26.607766"
87779,dog-walking,strict,1,0,1,0,1,1,1,1,5,6193,0.2,24,"2017-07-06 20:57:26.607766"
87780,day-care,moderate,1,0,1,0,1,1,1,1,5,6193,0.2,23,"2017-07-06 20:57:26.607766"
87781,day-care,moderate,1,0,1,0,1,1,0,1,3,6194,0.2,32,"2017-02-28 02:18:17.896538"
87782,dog-walking,moderate,1,0,1,0,1,1,0,1,4,6195,0.2,23,"2017-06-05 21:50:33.451088"
87783,day-care,moderate,0,0,1,0,1,1,0,1,6,6195,0.2,29,"2017-06-05 21:50:33.451088"
87784,dog-walking,strict,1,1,1,0,1,1,0,1,3,6196,0.15,25,"2016-03-25 09:52:25.710364"
87785,day-care,strict,1,0,1,0,1,1,1,1,3,6196,0.15,29,"2016-03-25 09:52:25.710364"
87786,boarding,moderate,1,1,1,0,1,1,0,1,3,6197,0.2,35,"2017-07-05 01:07:17.581074"
87787,dog-walking,strict,1,0,1,0,1,1,0,0,7,6197,0.2,17,"2017-07-05 01:07:17.581074"
87788,day-care,strict,1,0,1,1,1,1,0,1,2,6197,0.2,30,"2017-07-05 01:07:17.581074"
87789,dog-walking,flexible,1,0,0,0,0,1,1,0,2,6198,0.2,18,"2016-09-16 20:40:28.817354"
87790,dog-walking,flexible,1,0,1,1,1,1,0,1,3,6199,0.2,16,"2017-06-14 05:33:28.328342"
87791,day-care,flexible,1,0,1,0,1,1,1,1,5,6199,0.2,26,"2017-06-14 05:33:28.328342"
87792,day-care,strict,1,0,0,0,1,1,0,1,2,6200,0.2,28,"2017-05-13 00:22:17.646266"
87793,boarding,moderate,1,0,1,0,1,1,1,1,4,6201,0.2,37,"2017-05-20 09:13:10.222722"
87794,dog-walking,moderate,1,1,1,0,1,1,1,1,4,6201,0.2,24,"2017-05-20 09:13:10.222722"
87795,day-care,moderate,1,0,1,1,1,1,1,1,4,6201,0.2,28,"2017-05-20 09:13:10.222722"
87796,dog-walking,moderate,1,0,1,1,1,1,1,1,6,6202,0.2,27,"2016-05-20 21:51:46.690640"
87797,day-care,moderate,1,0,1,0,1,1,1,1,6,6202,0.2,29,"2016-05-20 21:51:46.690640"
87798,dog-walking,moderate,1,0,1,0,1,1,1,1,1,6203,0.2,18,"2017-06-27 02:50:25.857308"
87799,day-care,moderate,1,1,1,0,1,0,1,1,3,6203,0.2,28,"2017-06-27 02:50:25.857308"
87800,dog-walking,moderate,1,0,1,1,1,1,1,0,6,6204,0.2,21,"2017-01-27 15:11:15.012184"
87801,day-care,strict,1,0,1,0,1,1,1,0,6,6204,0.2,27,"2017-01-27 15:11:15.012184"
87802,boarding,moderate,1,0,1,0,1,1,0,1,3,6205,0.2,28,"2017-02-11 11:24:09.350990"
87803,boarding,moderate,1,1,1,0,1,1,0,1,3,6206,0.2,29,"2016-04-30 09:01:17.977977"
87804,day-care,flexible,1,0,1,1,1,1,0,1,7,6206,0.2,34,"2016-04-30 09:01:17.977977"
87805,dog-walking,strict,1,0,1,0,1,1,1,1,2,6207,0.2,19,"2017-06-09 06:14:09.917294"
87806,day-care,moderate,1,0,1,1,1,1,0,1,3,6207,0.2,28,"2017-06-09 06:14:09.917294"
87807,dog-walking,flexible,1,0,1,1,1,0,0,0,4,6208,0.2,24,"2017-01-08 17:47:11.589065"
87808,day-care,moderate,1,1,1,1,1,0,0,1,3,6208,0.2,25,"2017-01-08 17:47:11.589065"
87809,boarding,moderate,1,0,1,1,1,1,1,1,3,6209,0.2,30,"2017-06-17 07:46:50.598207"
87810,day-care,moderate,0,0,1,1,1,1,0,1,2,6209,0.2,28,"2017-06-17 07:46:50.598207"
87811,day-care,moderate,1,1,1,0,0,1,1,1,5,6210,0.2,31,"2017-05-19 08:00:42.693455"
87812,boarding,strict,1,1,1,0,1,1,0,1,2,6211,0.2,34,"2017-01-18 01:15:04.052453"
87813,day-care,moderate,1,1,1,0,1,1,1,1,3,6211,0.2,30,"2017-01-18 01:15:04.052453"
87814,boarding,moderate,1,1,1,0,1,1,1,0,5,6212,0.15,33,"2015-09-24 00:45:22.209195"
87815,day-care,strict,1,1,1,0,1,1,0,1,4,6213,0.15,25,"2016-03-29 18:49:50.757510"
87816,boarding,moderate,0,0,1,1,1,1,0,0,6,6214,0.2,30,"2017-03-10 11:41:05.623144"
87817,day-care,strict,1,0,1,0,1,0,1,1,2,6214,0.2,31,"2017-03-10 11:41:05.623144"
87818,boarding,flexible,1,0,1,0,1,1,0,1,3,6215,0.2,34,"2016-10-12 10:13:45.625211"
87819,dog-walking,moderate,1,0,1,0,1,1,1,1,2,6215,0.2,21,"2016-10-12 10:13:45.625211"
87820,day-care,moderate,1,0,1,0,1,1,0,0,3,6215,0.2,30,"2016-10-12 10:13:45.625211"
87821,day-care,flexible,1,0,1,1,1,0,0,0,5,6216,0.2,31,"2017-03-28 15:23:09.720424"
87822,dog-walking,moderate,1,0,1,0,1,1,0,1,5,6217,0.2,19,"2016-10-12 08:58:29.263848"
87823,boarding,flexible,1,1,1,0,1,1,0,1,7,6218,0.2,36,"2016-06-22 12:24:09.848236"
87824,day-care,moderate,1,0,1,1,1,1,0,1,1,6218,0.2,27,"2016-06-22 12:24:09.848236"
87825,day-care,flexible,1,0,1,0,1,1,0,1,1,6219,0.2,26,"2017-03-08 11:33:59.157132"
87826,boarding,flexible,1,0,1,0,1,1,0,1,3,6220,0.2,37,"2016-07-29 18:43:13.586324"
87827,dog-walking,flexible,1,0,1,0,1,1,1,1,2,6220,0.2,25,"2016-07-29 18:43:13.586324"
87828,day-care,flexible,1,0,1,0,1,1,1,1,4,6220,0.2,25,"2016-07-29 18:43:13.586324"
87829,boarding,moderate,0,0,1,1,1,1,1,1,1,6221,0.2,33,"2016-07-29 23:27:35.292146"
87830,dog-walking,moderate,1,0,1,1,1,1,0,1,2,6221,0.2,24,"2016-07-29 23:27:35.292146"
87831,boarding,moderate,1,0,1,0,1,0,1,1,1,6222,0.2,38,"2017-03-21 17:26:19.710235"
87832,day-care,strict,1,0,1,0,1,1,0,1,2,6223,0.2,23,"2016-10-14 17:55:03.024092"
87833,boarding,flexible,1,0,1,1,1,1,1,1,4,6224,0.2,34,"2017-02-21 08:13:17.593237"
87834,dog-walking,strict,0,0,1,1,1,0,0,0,6,6224,0.2,25,"2017-02-21 08:13:17.593237"
87835,day-care,strict,1,0,1,0,1,1,0,1,1,6224,0.2,23,"2017-02-21 08:13:17.593237"
87836,boarding,strict,1,1,1,0,1,1,1,1,1,6225,0.2,32,"2017-03-13 08:07:58.020413"
87837,dog-walking,strict,1,0,1,1,1,1,1,1,5,6225,0.2,24,"2017-03-13 08:07:58.020413"
87838,boarding,moderate,1,0,1,0,1,0,0,1,2,6226,0.2,38,"2017-03-05 23:19:19.042727"
87839,day-care,strict,1,0,1,0,0,1,0,1,3,6226,0.2,22,"2017-03-05 23:19:19.042727"
87840,boarding,strict,0,0,1,1,1,1,1,0,6,6227,0.15,34,"2016-01-11 02:19:43.963884"
87841,dog-walking,strict,1,0,1,0,1,1,0,1,6,6227,0.15,19,"2016-01-11 02:19:43.963884"
87842,day-care,strict,1,0,1,0,1,1,1,1,2,6228,0.2,25,"2017-02-18 02:30:29.583655"
87843,boarding,strict,0,0,1,1,1,1,1,0,1,6229,0.2,40,"2016-09-24 07:31:05.073467"
87844,dog-walking,moderate,1,0,1,0,1,1,1,1,2,6229,0.2,20,"2016-09-24 07:31:05.073467"
87845,day-care,flexible,1,0,1,1,1,1,1,1,8,6229,0.2,21,"2016-09-24 07:31:05.073467"
87846,day-care,strict,1,1,1,1,1,0,0,1,2,6230,0.2,27,"2017-06-25 12:38:31.991005"
87847,boarding,strict,1,0,1,0,1,1,0,1,4,6231,0.2,30,"2016-12-11 02:57:14.176513"
87848,dog-walking,moderate,1,0,1,1,1,1,1,1,1,6231,0.2,20,"2016-12-11 02:57:14.176513"
87849,day-care,strict,1,0,1,1,1,1,0,1,3,6231,0.2,24,"2016-12-11 02:57:14.176513"
87850,dog-walking,strict,1,0,1,0,1,1,1,1,2,6232,0.2,19,"2016-07-02 15:45:09.261586"
87851,boarding,strict,1,1,1,0,1,1,1,1,4,6233,0.2,31,"2017-06-05 12:13:27.601915"
87852,dog-walking,strict,1,0,0,1,1,1,0,1,4,6233,0.2,19,"2017-06-05 12:13:27.601915"
87853,dog-walking,flexible,1,0,1,0,1,1,1,1,7,6234,0.2,19,"2016-10-22 06:37:03.253455"
87854,day-care,moderate,1,0,1,0,1,0,1,1,1,6234,0.2,27,"2016-10-22 06:37:03.253455"
87855,dog-walking,flexible,1,1,1,0,1,0,0,1,3,6235,0.2,18,"2016-12-25 09:22:44.282301"
87856,day-care,moderate,1,0,1,1,0,1,0,1,2,6235,0.2,29,"2016-12-25 09:22:44.282301"
87857,dog-walking,flexible,1,0,1,0,1,1,1,1,3,6236,0.15,22,"2016-04-26 14:36:37.115582"
87858,day-care,moderate,1,0,1,0,1,0,1,1,2,6237,0.2,30,"2017-01-17 09:55:12.325435"
87859,boarding,strict,1,0,1,0,1,1,1,1,3,6238,0.2,32,"2016-09-08 17:49:33.047496"
87860,day-care,flexible,0,0,1,0,1,1,1,0,4,6238,0.2,22,"2016-09-08 17:49:33.047496"
87861,boarding,moderate,0,0,1,0,1,0,1,1,1,6239,0.2,33,"2017-04-28 08:30:24.181874"
87862,dog-walking,strict,1,0,1,1,1,1,0,1,4,6239,0.2,25,"2017-04-28 08:30:24.181874"
87863,boarding,flexible,1,0,1,1,1,1,1,1,1,6240,0.2,41,"2016-07-03 06:33:05.570724"
87864,day-care,flexible,1,0,1,0,1,0,0,1,1,6240,0.2,30,"2016-07-03 06:33:05.570724"
87865,boarding,flexible,0,0,1,0,0,1,0,0,5,6241,0.2,31,"2017-03-10 11:01:15.746475"
87866,day-care,strict,1,0,1,0,1,1,1,1,6,6241,0.2,24,"2017-03-10 11:01:15.746475"
87867,day-care,flexible,1,0,1,0,1,0,0,1,2,6242,0.2,32,"2016-05-15 04:34:16.348470"
87868,day-care,flexible,1,0,1,0,1,0,1,1,1,6243,0.2,25,"2016-09-07 15:42:14.019515"
87869,day-care,moderate,1,0,1,1,1,1,1,0,3,6244,0.2,24,"2017-04-22 03:14:16.766407"
87870,day-care,moderate,1,0,1,0,1,1,1,0,4,6245,0.2,29,"2017-06-17 05:15:00.376823"
87871,boarding,strict,1,0,1,0,1,1,1,0,2,6246,0.15,30,"2015-11-19 02:46:11.585617"
87872,dog-walking,moderate,1,0,1,0,1,1,0,1,2,6246,0.15,21,"2015-11-19 02:46:11.585617"
87873,day-care,flexible,1,0,1,1,1,1,1,1,6,6247,0.2,23,"2017-01-27 06:36:16.686269"
87874,dog-walking,flexible,1,0,0,1,1,1,1,1,4,6248,0.2,26,"2017-03-19 07:54:14.524282"
87875,boarding,flexible,1,0,1,0,1,1,1,1,2,6249,0.2,41,"2016-12-11 10:52:09.489202"
87876,day-care,strict,1,1,1,0,1,1,0,1,5,6249,0.2,26,"2016-12-11 10:52:09.489202"
87877,dog-walking,flexible,1,0,1,0,1,0,0,1,3,6250,0.2,23,"2017-04-10 08:02:28.354490"
87878,day-care,flexible,1,0,1,0,1,1,0,1,5,6250,0.2,28,"2017-04-10 08:02:28.354490"
87879,boarding,flexible,1,1,1,1,1,1,0,1,3,6251,0.2,31,"2017-06-05 07:15:17.047274"
87880,day-care,moderate,1,1,1,0,1,1,1,1,4,6251,0.2,33,"2017-06-05 07:15:17.047274"
87881,dog-walking,flexible,1,0,1,0,1,0,1,1,2,6252,0.2,23,"2016-08-08 10:45:55.736345"
87882,day-care,flexible,1,1,1,1,1,1,0,1,3,6252,0.2,23,"2016-08-08 10:45:55.736345"
87883,boarding,moderate,1,0,1,0,0,1,1,1,4,6253,0.15,32,"2016-01-03 19:27:06.022251"
87884,dog-walking,moderate,1,1,1,0,1,1,1,1,5,6253,0.15,23,"2016-01-03 19:27:06.022251"
87885,day-care,flexible,1,0,1,1,0,0,0,1,2,6253,0.15,26,"2016-01-03 19:27:06.022251"
87886,boarding,strict,1,0,0,0,1,1,1,1,5,6254,0.2,29,"2016-10-31 00:54:51.491516"
87887,day-care,flexible,1,1,1,1,1,1,1,1,3,6254,0.2,25,"2016-10-31 00:54:51.491516"
87888,dog-walking,moderate,1,0,1,0,0,1,0,1,4,6255,0.2,20,"2017-03-17 11:23:01.819341"
87889,day-care,moderate,1,0,1,0,1,1,0,1,6,6255,0.2,28,"2017-03-17 11:23:01.819341"
87890,day-care,flexible,1,0,1,0,0,0,1,1,3,6256,0.2,23,"2016-11-21 00:50:41.198490"
87891,dog-walking,moderate,1,0,1,0,0,0,0,1,3,6257,0.2,17,"2016-08-24 21:05:19.437509"
87892,day-care,flexible,1,1,1,0,1,1,1,1,5,6257,0.2,31,"2016-08-24 21:05:19.437509"
87893,dog-walking,strict,1,0,1,1,1,1,1,1,3,6258,0.2,26,"2017-01-18 06:57:03.190143"
87894,boarding,moderate,1,0,1,1,1,1,1,1,3,6259,0.2,34,"2016-09-24 01:40:49.741557"
87895,dog-walking,flexible,1,0,1,0,1,1,1,1,2,6259,0.2,26,"2016-09-24 01:40:49.741557"
87896,boarding,moderate,1,0,1,1,1,1,1,1,4,6260,0.15,31,"2016-04-17 12:46:54.140649"
87897,dog-walking,flexible,1,1,1,0,1,1,1,1,2,6260,0.15,23,"2016-04-17 12:46:54.140649"
87898,day-care,strict,0,0,1,0,0,0,0,0,3,6260,0.15,30,"2016-04-17 12:46:54.140649"
87899,day-care,strict,1,0,1,1,1,1,1,1,2,6261,0.15,26,"2016-03-21 12:30:30.602820"
87900,dog-walking,moderate,1,0,1,0,1,1,0,1,3,6262,0.15,18,"2015-11-03 02:18:46.235036"
87901,day-care,flexible,1,0,0,0,1,1,0,0,3,6262,0.15,22,"2015-11-03 02:18:46.235036"
87902,boarding,strict,1,1,1,0,1,1,0,1,2,6263,0.15,36,"2016-04-27 00:39:47.754780"
87903,dog-walking,strict,1,0,1,1,1,1,0,1,4,6263,0.15,22,"2016-04-27 00:39:47.754780"
87904,boarding,flexible,1,1,1,0,1,1,0,1,2,6264,0.2,26,"2017-05-25 21:25:56.183721"
87905,dog-walking,moderate,1,0,1,0,1,0,0,1,4,6264,0.2,29,"2017-05-25 21:25:56.183721"
87906,boarding,flexible,1,0,1,0,1,1,0,1,1,6265,0.2,34,"2017-04-10 22:34:20.338974"
87907,dog-walking,strict,1,0,1,0,1,0,1,1,5,6265,0.2,27,"2017-04-10 22:34:20.338974"
87908,day-care,moderate,0,1,0,0,1,1,0,1,3,6265,0.2,30,"2017-04-10 22:34:20.338974"
87909,boarding,strict,0,0,1,0,1,0,1,1,2,6266,0.2,36,"2016-10-24 13:42:56.296829"
87910,dog-walking,flexible,1,1,1,0,0,0,0,1,6,6266,0.2,23,"2016-10-24 13:42:56.296829"
87911,dog-walking,strict,1,1,1,1,1,0,0,1,5,6267,0.2,20,"2016-11-03 10:39:23.443250"
87912,day-care,moderate,1,0,1,0,1,1,0,0,4,6267,0.2,24,"2016-11-03 10:39:23.443250"
87913,dog-walking,flexible,1,0,1,0,1,1,1,1,5,6268,0.2,20,"2016-10-25 05:19:18.621925"
87914,boarding,moderate,1,0,1,0,1,1,0,1,4,6269,0.2,32,"2017-01-19 22:26:30.291817"
87915,dog-walking,flexible,0,0,1,1,1,0,0,1,7,6269,0.2,25,"2017-01-19 22:26:30.291817"
87916,day-care,moderate,1,0,1,0,1,1,0,1,2,6269,0.2,25,"2017-01-19 22:26:30.291817"
87917,boarding,flexible,1,1,0,0,1,0,1,1,1,6270,0.2,34,"2017-03-08 20:48:56.446222"
87918,day-care,moderate,1,0,1,0,1,1,1,1,4,6270,0.2,27,"2017-03-08 20:48:56.446222"
87919,boarding,moderate,0,0,1,0,1,1,1,1,4,6271,0.2,29,"2016-11-30 21:18:31.107181"
87920,dog-walking,flexible,1,0,1,0,1,1,1,1,6,6271,0.2,22,"2016-11-30 21:18:31.107181"
